Station,DIRN,Station-DIRN,Type,Signal Name,Latitude,Longitude,SignalLabel,SectionId
KBL,UP,KBL-UP,Home,HS,15.35469,76.1547283,KBL-UP-HS,28
KBL,UP,KBL-UP,Starter,STR,15.35379,76.1406133,KBL-UP-STR,28
BNP,UP,BNP-UP,Distant,DS,15.38001,76.0565667,BNP-UP-DS,28
BNP,UP,BNP-UP,Home,HS,15.38469,76.047285,BNP-UP-HS,28
BNP,UP,BNP-UP,Starter,STR,15.38806,76.033235,BNP-UP-STR,28
TLKL,UP,TLKL-UP,Distant,DS,15.39399,76.00862,TLKL-UP-DS,28
TLKL,UP,TLKL-UP,Home,HS,15.39624,75.99926,TLKL-UP-HS,28
TLKL,UP,TLKL-UP,Starter,STR,15.39895,75.98459,TLKL-UP-STR,28
BNA,UP,BNA-UP,Distant,DS,15.40443,75.9595317,BNA-UP-DS,27
BNA,UP,BNA-UP,Home,HS,15.40625,75.9487017,BNA-UP-HS,27
BNA,UP,BNA-UP,Starter,STR,15.40693,75.9360233,BNA-UP-STR,27
SOQ,UP,SOQ-UP,Distant,DS,15.4168,75.892535,SOQ-UP-DS,27
SOQ,UP,SOQ-UP,Home,HS,15.41921,75.883625,SOQ-UP-HS,27
SOQ,UP,SOQ-UP,Starter,STR,15.42215,75.8704883,SOQ-UP-STR,27
RLP,UP,RLP-UP,Distant,DS,15.42187,75.8118217,RLP-UP-DS,27
RLP,UP,RLP-UP,Home,HS,15.42831,75.8054133,RLP-UP-HS,27
RLP,UP,RLP-UP,Starter,STR,15.43746,75.7976933,RLP-UP-STR,27
KGX,UP,KGX-UP,Distant,DS,15.45121,75.734355,KGX-UP-DS,27
KGX,UP,KGX-UP,Home,HS,15.44925,75.72456,KGX-UP-HS,27
KGX,UP,KGX-UP,Starter,STR,15.44749,75.713445,KGX-UP-STR,27
GDG,UP,GDG-UP,Distant,DS,15.43821,75.6624083,GDG-UP-DS,27
GDG,UP,GDG-UP,Home,HS,15.43751,75.65223,GDG-UP-HS,27
GDG,UP,GDG-UP,Starter,STR,15.43656,75.6393633,GDG-UP-STR,27
GDG,UP,GDG-UP,LSS cum Distant,LSSDS,15.43642,75.63232,GDG-UP-LSSDS,27
GDGB,UP,GDGB-UP,Home,HS,15.43852,75.61718,GDGB-UP-HS,26
GDGB,UP,GDGB-UP,LSS cum Distant,LSSDS,15.43823,75.6119633,GDGB-UP-LSSDS,26
BKIT,UP,BKIT-UP,Home,HS,15.43774,75.6061617,BKIT-UP-HS,26
BKIT,UP,BKIT-UP,Starter,STR,15.43647,75.5910767,BKIT-UP-STR,26
LKT,UP,LKT-UP,Distant,DS,15.43877,75.546695,LKT-UP-DS,26
LKT,UP,LKT-UP,Home,HS,15.43602,75.537585,LKT-UP-HS,26
LKT,UP,LKT-UP,Starter,STR,15.43252,75.5263417,LKT-UP-STR,26
NGR,UP,NGR-UP,Distant,DS,15.43179,75.4546133,NGR-UP-DS,26
NGR,UP,NGR-UP,Home,HS,15.43213,75.4451117,NGR-UP-HS,26
NGR,UP,NGR-UP,Starter,STR,15.43264,75.4314567,NGR-UP-STR,26
NVD,UP,NVD-UP,Distant,DS,15.43471,75.372355,NVD-UP-DS,26
NVD,UP,NVD-UP,Home,HS,15.43507,75.3626117,NVD-UP-HS,26
NVD,UP,NVD-UP,Starter,STR,15.43551,75.3513533,NVD-UP-STR,26
HBS,UP,HBS-UP,Distant,DS,15.42953,75.3019983,HBS-UP-DS,26
HBS,UP,HBS-UP,Home,HS,15.42849,75.29302,HBS-UP-HS,26
HBS,UP,HBS-UP,Starter,STR,15.42164,75.2830667,HBS-UP-STR,26
KUG,UP,KUG-UP,Distant,DS,15.38956,75.2327217,KUG-UP-DS,26
KUG,UP,KUG-UP,Home,HS,15.38024,75.2322733,KUG-UP-HS,26
KUG,UP,KUG-UP,Starter,STR,15.36932,75.22583,KUG-UP-STR,26
BMAP,UP,BMAP-UP,Distant,DS,15.36313,75.200715,BMAP-UP-DS,62
BMAP,UP,BMAP-UP,Home,HS,15.36229,75.1912217,BMAP-UP-HS,62
UBL,UP,UBL-UP,Distant,DS,15.36162,75.1833717,UBL-UP-DS,62
UBL,UP,UBL-UP,Home,HS,15.3551,75.1762117,UBL-UP-HS,62
UBL,UP,UBL-UP,Starter,STR,15.35135,75.1483967,UBL-UP-STR,62
GNJ,UP,GNJ-UP,Distant,DS,15.51866,74.4740083,GNJ-UP-DS,9
GNJ,UP,GNJ-UP,Home,HS,15.53301,74.4767433,GNJ-UP-HS,9
GNJ,UP,GNJ-UP,Starter,STR,15.54502,74.4805783,GNJ-UP-STR,9
KNP,UP,KNP-UP,Distant,DS,15.62139,74.5016933,KNP-UP-DS,9
KNP,UP,KNP-UP,Home,HS,15.62826,74.5053067,KNP-UP-HS,9
KNP,UP,KNP-UP,Starter,STR,15.64162,74.4980967,KNP-UP-STR,9
DUR,UP,DUR-UP,Distant,DS,15.72967,74.499385,DUR-UP-DS,9
DUR,UP,DUR-UP,Home,HS,15.74598,74.4973283,DUR-UP-HS,9
DUR,UP,DUR-UP,Starter,STR,15.76141,74.4991617,DUR-UP-STR,9
BGM,UP,BGM-UP,Home,HS,15.83553,74.5009767,BGM-UP-HS,9
BGM,UP,BGM-UP,Routing Home,RHS,15.84211,74.5036017,BGM-UP-RHS,9
BGM,UP,BGM-UP,Starter,STR,15.85056,74.5105917,BGM-UP-STR,9
BGM,UP,BGM-UP,GS cum Distant,GSDS,15.85327,74.5165467,BGM-UP-GSDS,9
SXB,UP,SXB-UP,Distant,DS,15.87489,74.5584,SXB-UP-DS,9
SXB,UP,SXB-UP,Home,HS,15.87965,74.568095,SXB-UP-HS,9
SXB,UP,SXB-UP,Starter,STR,15.88611,74.5815533,SXB-UP-STR,9
SXB,UP,SXB-UP,GS cum Distant,GSDS,15.88782,74.5854583,SXB-UP-GSDS,9
SBH,UP,SBH-UP,Distant,DS,15.90235,74.6181917,SBH-UP-DS,9
SBH,UP,SBH-UP,Home,HS,15.90619,74.6268333,SBH-UP-HS,9
SBH,UP,SBH-UP,Starter,STR,15.91148,74.6386533,SBH-UP-STR,9
SUL,UP,SUL-UP,Distant,DS,15.98372,74.674585,SUL-UP-DS,9
SUL,UP,SUL-UP,Home,HS,15.99341,74.6763383,SUL-UP-HS,9
SUL,UP,SUL-UP,Starter,STR,16.00463,74.6784467,SUL-UP-STR,9
SUL,UP,SUL-UP,GS cum Distant,GSDS,16.00888,74.6796983,SUL-UP-GSDS,9
PCH,UP,PCH-UP,Distant,DS,16.05967,74.6729933,PCH-UP-DS,9
PCH,UP,PCH-UP,Home,HS,16.07025,74.6704933,PCH-UP-HS,9
PCH,UP,PCH-UP,Starter,STR,16.08066,74.6710883,PCH-UP-STR,9
PCH,UP,PCH-UP,GS cum Distant,GSDS,16.08392,74.671315,PCH-UP-GSDS,9
IB,UP,IB-UP,IB Distant,IBD,16.12969,74.68944,PCH-UP-IBD,9
IB,UP,IB-UP,IBS,IBS,16.13782,74.6937883,PCH-UP-IBS,9
GKK,UP,GKK-UP,Distant,DS,16.1849,74.7335683,GKK-UP-DS,9
GKK,UP,GKK-UP,Home,HS,16.19434,74.7389833,GKK-UP-HS,9
GKK,UP,GKK-UP,Starter,STR,16.20755,74.7390133,GKK-UP-STR,9
GPB,UP,GPB-UP,GS cum Distant,GSDS,16.22442,74.76078,GPB-UP-GSDS,9
GPB,UP,GPB-UP,Home,HS,16.2339,74.7607767,GPB-UP-HS,9
GPB,UP,GPB-UP,Starter,STR,16.2441,74.7585317,GPB-UP-STR,9
IB,UP,IB-UP,IB Distant,IBD,16.30057,74.7515067,GPB-UP-IBD,9
IB,UP,IB-UP,IBS,IBS,16.31053,74.7550933,GPB-UP-IBS,9
CKR,UP,CKR-UP,Distant,DS,16.35516,74.7670133,CKR-UP-DS,9
CKR,UP,CKR-UP,Home,HS,16.36428,74.7685033,CKR-UP-HS,9
CKR,UP,CKR-UP,Starter,STR,16.37648,74.7706433,CKR-UP-STR,9
IB,UP,IB-UP,IB Distant,IBD,16.41379,74.785675,CKR-UP-IBD,9
IB,UP,IB-UP,IBS,IBS,16.42251,74.7833383,CKR-UP-IBS,9
RBG,UP,RBG-UP,Distant,DS,16.47031,74.8024933,RBG-UP-DS,9
RBG,UP,RBG-UP,Home,HS,16.48022,74.801325,RBG-UP-HS,9
RBG,UP,RBG-UP,Starter,STR,16.48542,74.811285,RBG-UP-STR,9
CNC,UP,CNC-UP,Distant,DS,16.54795,74.84712,CNC-UP-DS,9
CNC,UP,CNC-UP,Home,HS,16.55667,74.85076,CNC-UP-HS,9
CNC,UP,CNC-UP,Starter,STR,16.57049,74.8549367,CNC-UP-STR,9
CNC,UP,CNC-UP,GS cum Distant,GSDS,16.57356,74.8559067,CNC-UP-GSDS,9
KUD,UP,KUD-UP,Distant,DS,16.60196,74.8581733,KUD-UP-DS,9
KDU,UP,KDU-UP,Home,HS,16.61177,74.85834,KDU-UP-HS,9
KUD,UP,KUD-UP,Starter,STR,16.62486,74.8584983,KUD-UP-STR,9
UGR,UP,UGR-UP,Distant,DS,16.65634,74.8355467,UGR-UP-DS,9
UGR,UP,UGR-UP,Home,HS,16.66406,74.827595,UGR-UP-HS,9
UGR,UP,UGR-UP,Starter,STR,16.67245,74.8185817,UGR-UP-STR,9
SED,UP,SED-UP,Distant,DS,16.70962,74.7650333,SED-UP-DS,9
SED,UP,SED-UP,Home,HS,16.71694,74.7566267,SED-UP-HS,9
SED,UP,SED-UP,Starter,STR,16.72488,74.7480367,SED-UP-STR,9
VJR,UP,VJR-UP,Distant,DS,16.76866,74.713465,VJR-UP-DS,9
VJR,UP,VJR-UP,Home,HS,16.77157,74.70418,VJR-UP-HS,9
VJR,UP,VJR-UP,Starter,STR,16.77969,74.6947283,VJR-UP-STR,9
MRJ,UP,MRJ-UP,Distant,DS,16.80824,74.656825,MRJ-UP-DS,9
MRJ,UP,MRJ-UP,Home,HS,16.80985,74.6476,MRJ-UP-HS,9
MRJ,UP,MRJ-UP,Routing HS,RHS,16.81524,74.640435,MRJ-UP-RHS,9
MRJ,UP,MRJ-UP,Starter,STR,16.82274,74.6379467,MRJ-UP-STR,9
MRJ,DN,MRJ-DN,Starter,STR,16.81764,74.6395617,MRJ-DN-STR,35
VJR,DN,VJR-DN,Distant,DS,16.79082,74.682065,VJR-DN-DS,35
VJR,DN,VJR-DN,Home,HS,16.78372,74.6902483,VJR-DN-HS,35
VJR,DN,VJR-DN,Starter,STR,16.77552,74.6996383,VJR-DN-STR,35
SED,DN,SED-DN,Distant,DS,16.73798,74.739235,SED-DN-DS,35
SED,DN,SED-DN,Home,HS,16.72926,74.7450717,SED-DN-HS,35
SED,DN,SED-DN,Starter,STR,16.72058,74.7526717,SED-DN-STR,35
UGR,DN,UGR-DN,Distant,DS,16.67689,74.8038833,UGR-DN-DS,35
UGR,DN,UGR-DN,Home,HS,16.67501,74.8133317,UGR-DN-HS,35
UGR,DN,UGR-DN,Starter,STR,16.66823,74.8234267,UGR-DN-STR,35
KUD,DN,KUD-DN,Distant,DS,16.64271,74.85021,KUD-DN-DS,35
KUD,DN,KUD-DN,Home,HS,16.63184,74.8563733,KUD-DN-HS,35
KUD,DN,KUD-DN,Starter,STR,16.61688,74.858435,KUD-DN-STR,35
CNC,DN,CNC-DN,Home,HS,16.57555,74.856455,CNC-DN-HS,35
CNC,DN,CNC-DN,Starter,STR,16.56473,74.8533033,CNC-DN-STR,35
RBG,DN,RBG-DN,Distant,DS,16.49918,74.821275,RBG-DN-DS,35
RBG,DN,RBG-DN,Home,HS,16.48983,74.8162117,RBG-DN-HS,35
RBG,DN,RBG-DN,Starter,STR,16.48297,74.8064167,RBG-DN-STR,35
IB,DN,IB-DN,IB Distant,IBD,16.42965,74.7860667,RBG-DN-IBD,35
IB,DN,IB-DN,IBS,IBS,16.41982,74.7830683,RBG-DN-IBS,35
CKR,DN,CKR-DN,Distant,DS,16.39042,74.7757167,CKR-DN-DS,35
CKR,DN,CKR-DN,Home,HS,16.38098,74.7713483,CKR-DN-HS,35
CKR,DN,CKR-DN,Starter,STR,16.37064,74.769775,CKR-DN-STR,35
IB,DN,IB-DN,IB Distant,IBD,16.31672,74.75681,CKR-DN-IBD,35
IB,DN,IB-DN,IBS,IBS,16.30744,74.75332,CKR-DN-IBS,35
GPB,DN,GPB-DN,Distant,DS,16.25965,74.7524917,GPB-DN-DS,35
GPB,DN,GPB-DN,Home,HS,16.25045,74.7560433,GPB-DN-HS,35
GPB,DN,GPB-DN,Starter,STR,16.23841,74.7604483,GPB-DN-STR,35
GPB,DN,GPB-DN,GS cum Distant,GSDS,16.2353,74.760745,GPB-DN-GSDS,35
GKK,DN,GKK-DN,Distant,DS,16.21301,74.75419,GKK-DN-DS,35
GKK,DN,GKK-DN,Home,HS,16.21193,74.744095,GKK-DN-HS,35
GKK,DN,GKK-DN,Starter,STR,16.20149,74.7388583,GKK-DN-STR,35
IB,DN,IB-DN,IB Distant,IBD,16.14144,74.69681,GKK-DN-IBD,35
IB,DN,IB-DN,IBS,IBS,16.13418,74.69124,GKK-DN-IBS,35
PCH,DN,PCH-DN,GS cum Distant,GSDS,16.10012,74.6770067,PCH-DN-GSDS,35
PCH,DN,PCH-DN,Home,HS,16.08549,74.6714383,PCH-DN-HS,35
PCH,DN,PCH-DN,Starter,STR,16.07467,74.6706617,PCH-DN-STR,35
SUL,DN,SUL-DN,Home,HS,16.01017,74.6801617,SUL-DN-HS,35
SUL,DN,SUL-DN,Starter,STR,15.99873,74.6773867,SUL-DN-STR,35
SBH,DN,SBH-DN,Distant,DS,15.92179,74.6521683,SBH-DN-DS,35
SBH,DN,SBH-DN,Home,HS,15.91415,74.6448067,SBH-DN-HS,35
SBH,DN,SBH-DN,Starter,STR,15.90903,74.6329683,SBH-DN-STR,35
SXB,DN,SXB-DN,GS cum Distant,GSDS,15.89285,74.596765,SXB-DN-GSDS,35
SXB,DN,SXB-DN,Home,HS,15.88886,74.587765,SXB-DN-HS,35
SXB,DN,SXB-DN,Starter,STR,15.88307,74.57484,SXB-DN-STR,35
BGM,DN,BGM-DN,Home,HS,15.85412,74.5213267,BGM-DN-HS,35
BGM,DN,BGM-DN,Starter,STR,15.84601,74.5064333,BGM-DN-STR,35
DUR,DN,DUR-DN,Distant,DS,15.77697,74.4986183,DUR-DN-DS,35
DUR,DN,DUR-DN,Home,HS,15.76722,74.498715,DUR-DN-HS,35
DUR,DN,DUR-DN,Starter,STR,15.7529,74.4983833,DUR-DN-STR,35
DUR,DN,DUR-DN,GS cum Distant,GSDS,15.74736,74.4975983,DUR-DN-GSDS,35
KNP,DN,KNP-DN,Distant,DS,15.65807,74.500555,KNP-DN-DS,35
KNP,DN,KNP-DN,Home,HS,15.64777,74.4984583,KNP-DN-HS,35
KNP,DN,KNP-DN,Starter,STR,15.63477,74.5010133,KNP-DN-STR,35
GNJ,DN,GNJ-DN,Distant,DS,15.56366,74.4807367,GNJ-DN-DS,35
GNJ,DN,GNJ-DN,Home,HS,15.55357,74.4818417,GNJ-DN-HS,35
GNJ,DN,GNJ-DN,Starter,STR,15.5392,74.4784883,GNJ-DN-STR,35
LD,DN,LD-DN,Distant,DS,15.45431,74.48752,LD-DN-DS,35
LD,DN,LD-DN,Home,HS,15.44481,74.4901033,LD-DN-HS,35
GDG,DN,GDG-DN,Starter,STR,15.43664,75.6385267,GDG-DN-STR,12
GDG,DN,GDG-DN,LSS cum Distant,LSSDS,15.43688,75.6296767,GDG-DN-LSSDS,12
GDGB(B),DN,GDGB(B)-DN,Home,HS,15.43898,75.623575,GDGB(B)-DN-HS,12
HBL,DN,HBL-DN,Distant,DS,15.50724,75.57967,HBL-DN-DS,12
HBL,DN,HBL-DN,Home,HS,15.51547,75.5753633,HBL-DN-HS,12
HBL,DN,HBL-DN,Starter,STR,15.52756,75.580815,HBL-DN-STR,12
BLR,DN,BLR-DN,Distant,DS,15.57963,75.6083133,BLR-DN-DS,12
BLR,DN,BLR-DN,Home,HS,15.58804,75.60393,BLR-DN-HS,12
BLR,DN,BLR-DN,Starter,STR,15.60039,75.604435,BLR-DN-STR,12
MLP,DN,MLP-DN,Distant,DS,15.66032,75.611215,MLP-DN-DS,12
MLP,DN,MLP-DN,Home,HS,15.66958,75.6107283,MLP-DN-HS,12
MLP,DN,MLP-DN,Starter,STR,15.67873,75.6101583,MLP-DN-STR,12
IB,DN,IB-DN,IB Distant,IBD,15.75551,75.6290067,MLP-DN-IBD,12
IB,DN,IB-DN,IBS,IBS,15.76501,75.631585,MLP-DN-IBS,12
HLAR,DN,HLAR-DN,Distant,DS,15.80167,75.6480533,HLAR-DN-DS,12
HLAR,DN,HLAR-DN,Home,HS,15.81084,75.646205,HLAR-DN-HS,12
HLAR,DN,HLAR-DN,Starter,STR,15.82294,75.6472917,HLAR-DN-STR,12
LKY,DN,LKY-DN,Distant,DS,15.85582,75.6292317,LKY-DN-DS,12
LKY,DN,LKY-DN,Home,HS,15.86304,75.623545,LKY-DN-HS,12
LKY,DN,LKY-DN,Starter,STR,15.87417,75.629875,LKY-DN-STR,12
BDM,DN,BDM-DN,Distant,DS,15.94302,75.6703967,BDM-DN-DS,12
BDM,DN,BDM-DN,Home,HS,15.9511,75.6750233,BDM-DN-HS,12
BDM,DN,BDM-DN,Starter,STR,15.9626,75.6774867,BDM-DN-STR,12
BDM,DN,BDM-DN,GS cum Distant,GSDS,15.966,75.6781733,BDM-DN-GSDS,12
GED,DN,GED-DN,Distant,DS,16.04848,75.6865817,GED-DN-DS,12
GED,DN,GED-DN,Home,HS,16.05706,75.69031,GED-DN-HS,12
GED,DN,GED-DN,Starter,STR,16.067,75.6945767,GED-DN-STR,12
BGK,DN,BGK-DN,Distant,DS,16.15718,75.6890183,BGK-DN-DS,12
BGK,DN,BGK-DN,Home,HS,16.16631,75.691735,BGK-DN-HS,12
BGK,DN,BGK-DN,Starter,STR,16.18147,75.7037217,BGK-DN-STR,12
MGL,DN,MGL-DN,Distant,DS,16.21341,75.73938,MGL-DN-DS,13
MGL,DN,MGL-DN,Home,HS,16.22034,75.7447167,MGL-DN-HS,13
MGL,DN,MGL-DN,Starter,STR,16.22621,75.7565567,MGL-DN-STR,13
JRKT,DN,JRKT-DN,Distant,DS,16.26668,75.8287167,JRKT-DN-DS,13
JRKT,DN,JRKT-DN,Home,HS,16.27415,75.83434,JRKT-DN-HS,13
JRKT,DN,JRKT-DN,Starter,STR,16.28616,75.838615,JRKT-DN-STR,13
IB,DN,IB-DN,IB Distant,IBD,16.31736,75.8588883,JRKT-DN-IBD,13
IB,DN,IB-DN,IBS,IBS,16.32045,75.8681983,JRKT-DN-IBS,13
LMT,DN,LMT-DN,Distant,DS,16.32763,75.9006717,LMT-DN-DS,13
LMT,DN,LMT-DN,Home,HS,16.33673,75.90209,LMT-DN-HS,13
LMT,DN,LMT-DN,Starter,STR,16.34818,75.9008417,LMT-DN-STR,13
WDL,DN,WDL-DN,Distant,DS,16.40716,75.87638,WDL-DN-DS,13
WDL,DN,WDL-DN,Home,HS,16.41291,75.8693117,WDL-DN-HS,13
WDL,DN,WDL-DN,Starter,STR,16.42036,75.8576017,WDL-DN-STR,13
BSRX,DN,BSRX-DN,Distant,DS,16.45967,75.8391733,BSRX-DN-DS,13
BSRX,DN,BSRX-DN,Home,HS,16.47226,75.835435,BSRX-DN-HS,13
BSRX,DN,BSRX-DN,Starter,STR,16.48118,75.827015,BSRX-DN-STR,13
KDGI,DN,KDGI-DN,Distant,DS,16.49598,75.8212,KDGI-DN-DS,13
KDGI,DN,KDGI-DN,Home,HS,16.50718,75.8197,KDGI-DN-HS,13
KDGI,DN,KDGI-DN,Starter,STR,16.52058,75.814295,KDGI-DN-STR,13
MVD,DN,MVD-DN,Distant,DS,16.60014,75.7535117,MVD-DN-DS,13
MVD,DN,MVD-DN,Home,HS,16.60877,75.7496733,MVD-DN-HS,13
MVD,DN,MVD-DN,Starter,STR,16.62071,75.74663,MVD-DN-STR,13
JML,DN,JML-DN,Distant,DS,16.70938,75.7228117,JML-DN-DS,13
JML,DN,JML-DN,Home,HS,16.71775,75.7155717,JML-DN-HS,13
JML,DN,JML-DN,Starter,STR,16.72803,75.7118817,JML-DN-STR,13
BJP,DN,BJP-DN,Distant,DS,16.80878,75.7347467,BJP-DN-DS,13
BJP,DN,BJP-DN,Home,HS,16.81646,75.73902,BJP-DN-HS,13
BJP,DN,BJP-DN,Routing HS,RHS,16.82367,75.7399083,BJP-DN-RHS,13
BJP,DN,BJP-DN,Starter,STR,16.83511,75.7395233,BJP-DN-STR,13
BJP,DN,BJP-DN,Inter Starter,ISTR,16.83805,75.7405983,BJP-DN-ISTR,13
AYB,DN,AYB-DN,Distant,DS,16.87847,75.75868,AYB-DN-DS,13
AYB,DN,AYB-DN,Home,HS,16.88533,75.7648133,AYB-DN-HS,13
AYB,DN,AYB-DN,Starter,STR,16.89349,75.7738267,AYB-DN-STR,13
MNL,DN,MNL-DN,Distant,DS,16.95315,75.811205,MNL-DN-DS,13
MNL,DN,MNL-DN,Home,HS,16.96049,75.816595,MNL-DN-HS,13
MNL,DN,MNL-DN,Starter,STR,16.97571,75.8228133,MNL-DN-STR,13
NBL,DN,NBL-DN,Distant,DS,17.10301,75.8623267,NBL-DN-DS,13
NBL,DN,NBL-DN,Home,HS,17.11253,75.8612283,NBL-DN-HS,13
NBL,DN,NBL-DN,Starter,STR,17.1238,75.8597083,NBL-DN-STR,13
IDR,DN,IDR-DN,Distant,DS,17.20602,75.899165,IDR-DN-DS,13
IDR,DN,IDR-DN,Home,HS,17.20852,75.9090917,IDR-DN-HS,13
IDR,DN,IDR-DN,Starter,STR,17.21153,75.92065,IDR-DN-STR,13
LHN,DN,LHN-DN,Distant,DS,17.26281,75.963445,LHN-DN-DS,13
LHN,DN,LHN-DN,Home,HS,17.27171,75.96594,LHN-DN-HS,13
LHN,DN,LHN-DN,Starter,STR,17.28106,75.9730083,LHN-DN-STR,13
TVL,DN,TVL-DN,Distant,DS,17.37576,75.9779367,TVL-DN-DS,13
TVL,DN,TVL-DN,Home,HS,17.38605,75.976665,TVL-DN-HS,13
TVL,DN,TVL-DN,Starter,STR,17.39707,75.975395,TVL-DN-STR,13
IB,DN,IB-DN,IB Distant,IBD,17.44296,75.97185,TVL-DN-IBD,13
IB,DN,IB-DN,IBS,IBS,17.45237,75.9735933,TVL-DN-IBS,13
HG,DN,HG-DN,Distant,DS,17.53907,75.99522,HG-DN-DS,13
HG,DN,HG-DN,Home,HS,17.54877,75.9965883,HG-DN-HS,13
HG,DN,HG-DN,Routing HS,RHS,17.56043,75.99519,HG-DN-RHS,13
HG,DN,HG-DN,Starter,STR,17.56688,75.98727,HG-DN-STR,13
HG,DN,HG-DN,Starter,STR,17.56688,75.98727,HG-DN-STR,14
TKWD,DN,TKWD-DN,Distant,DS,17.59778,75.9521283,TKWD-DN-DS,14
TKWD,DN,TKWD-DN,Inner Dist,IDS,17.60438,75.94539,TKWD-DN-IDS,14
TKWD,DN,TKWD-DN,Home,HS,17.61094,75.9382267,TKWD-DN-HS,14
TKWD,DN,TKWD-DN,Starter,STR,17.61742,75.9312833,TKWD-DN-STR,14
SUR,DN,SUR-DN,Distant,DS,17.64122,75.9126233,SUR-DN-DS,14
SUR,DN,SUR-DN,Inner Dist,IDS,17.64846,75.90632,SUR-DN-IDS,14
SUR,DN,SUR-DN,Home,HS,17.65551,75.9001233,SUR-DN-HS,14
SUR,DN,SUR-DN,Inner Dist,IDS,17.65966,75.8963967,SUR-DN-IDS,14
SUR,DN,SUR-DN,Starter,STR,17.66628,75.8919983,SUR-DN-STR,14
SUR,UP,SUR-UP,Starter,STR,17.66227,75.894315,SUR-UP-STR,40
SUR,UP,SUR-UP,Starter,STR,17.65589,75.89976,SUR-UP-STR,40
TKWD,UP,TKWD-UP,Distant,DS,17.63879,75.9146083,TKWD-UP-DS,40
TKWD,UP,TKWD-UP,Inner Dist,IDS,17.62864,75.9226383,TKWD-UP-IDS,40
TKWD,UP,TKWD-UP,Home,HS,17.62078,75.92771,TKWD-UP-HS,40
TKWD,UP,TKWD-UP,Starter,STR,17.6127,75.93644,TKWD-UP-STR,40
HG,UP,HG-UP,Distant,DS,17.58275,75.96881,HG-UP-DS,40
HG,UP,HG-UP,Inner Dist,IDS,17.57696,75.9750667,HG-UP-IDS,40
HG,UP,HG-UP,Home,HS,17.57085,75.982755,HG-UP-HS,40
HG,UP,HG-UP,Routing HS,RHS,17.56819,75.9859517,HG-UP-RHS,40
HG,UP,HG-UP,Starter,STR,17.56376,75.9917217,HG-UP-STR,40
HG,UP,HG-UP,Inter Starter,ISTR,17.55821,75.9954583,HG-UP-ISTR,39
HG,UP,HG-UP,Inter Starter,ISTR,17.55568,75.9951217,HG-UP-ISTR,39
IB,UP,IB-UP,IB Distant,IBD,17.47372,75.9829433,HG-UP-IBD,39
IB,UP,IB-UP,IBS,IBS,17.46476,75.9769767,HG-UP-IBS,39
TVL,UP,TVL-UP,Distant,DS,17.41271,75.9733617,TVL-UP-DS,39
TVL,UP,TVL-UP,Home,HS,17.40368,75.9744867,TVL-UP-HS,39
TVL,UP,TVL-UP,Starter,STR,17.39087,75.976155,TVL-UP-STR,39
LHN,UP,LHN-UP,Distant,DS,17.29276,75.98219,LHN-UP-DS,39
LHN,UP,LHN-UP,Home,HS,17.28456,75.9758917,LHN-UP-HS,39
LHN,UP,LHN-UP,Starter,STR,17.27592,75.969315,LHN-UP-STR,39
IDR,UP,IDR-UP,Distant,DS,17.22115,75.9342217,IDR-UP-DS,39
IDR,UP,IDR-UP,Home,HS,17.21404,75.9266133,IDR-UP-HS,39
IDR,UP,IDR-UP,Starter,STR,17.20993,75.914745,IDR-UP-STR,39
NBL,UP,NBL-UP,Distant,DS,17.13642,75.8633283,NBL-UP-DS,39
NBL,UP,NBL-UP,Home,HS,17.12808,75.8594283,NBL-UP-HS,39
NBL,UP,NBL-UP,Starter,STR,17.11735,75.8607483,NBL-UP-STR,39
MNL,UP,MNL-UP,Distant,DS,16.99677,75.82387,MNL-UP-DS,39
MNL,UP,MNL-UP,Home,HS,16.98436,75.8224233,MNL-UP-HS,39
MNL,UP,MNL-UP,Starter,STR,16.96946,75.82173,MNL-UP-STR,39
AYB,UP,AYB-UP,Distant,DS,16.90659,75.7869817,AYB-UP-DS,39
AYB,UP,AYB-UP,Home,HS,16.89793,75.7787533,AYB-UP-HS,39
AYB,UP,AYB-UP,Starter,STR,16.88851,75.7684017,AYB-UP-STR,39
BJP,UP,BJP-UP,Distant,DS,16.8534,75.7469667,BJP-UP-DS,39
BJP,UP,BJP-UP,Home,HS,16.8446,75.7433633,BJP-UP-HS,39
BJP,UP,BJP-UP,Inner HS,IHS,16.84003,75.7414433,BJP-UP-IHS,39
BJP,UP,BJP-UP,Starter,STR,16.82874,75.7396717,BJP-UP-STR,39
BJP,UP,BJP-UP,Routing starter,WRN,16.82569,75.739735,BJP-UP-WRN,39
JML,UP,JML-UP,Distant,DS,16.74268,75.70971,JML-UP-DS,39
JML,UP,JML-UP,Home,HS,16.73353,75.7111067,JML-UP-HS,39
JML,UP,JML-UP,Starter,STR,16.72193,75.7139667,JML-UP-STR,39
MVD,UP,MVD-UP,Distant,DS,16.63505,75.7431667,MVD-UP-DS,39
MVD,UP,MVD-UP,Home,HS,16.62612,75.7453817,MVD-UP-HS,39
MVD,UP,MVD-UP,Starter,STR,16.61437,75.748185,MVD-UP-STR,39
KDGI,UP,KDGI-UP,Distant,DS,16.53732,75.80738,KDGI-UP-DS,39
KDGI,UP,KDGI-UP,Home,HS,16.52953,75.8121017,KDGI-UP-HS,39
KDGI,UP,KDGI-UP,Starter,STR,16.51419,75.8173267,KDGI-UP-STR,39
