Station,DIRN,Station-DIRN,Type,Signal Name,Latitude,Longitude,SignalLabel,SectionID
YLG,UP,YLG-UP,DS,DS,15.01408,75.414,YLG-UP-DS,37
YLG,UP,YLG-UP,HS,HS,15.02406,75.41262,YLG-UP-HS,37
YLG,UP,YLG-UP,STR,STR,15.03705,75.41077,YLG-UP-STR,37
GDI,UP,GDI-UP,DS,DS,15.10815,75.36949,GDI-UP-DS,37
GDI,UP,GDI-UP,HS,HS,15.11555,75.36375,GDI-UP-HS,37
GDI,UP,GDI-UP,STR,STR,15.12716,75.35814,GDI-UP-STR,37
SNH,UP,SNH-UP,DS,DS,15.19206,75.31481,SNH-UP-DS,37
SNH,UP,SNH-UP,HS,HS,15.19749,75.30714,SNH-UP-HS,37
SNH,UP,SNH-UP,STR,STR,15.20712,75.29652,SNH-UP-STR,37
KNO,UP,KNO-UP,DS,DS,15.24358,75.26424,KNO-UP-DS,37
KNO,UP,KNO-UP,HS,HS,15.2519,75.25656,KNO-UP-HS,37
KNO,UP,KNO-UP,STR,STR,15.2601,75.24913,KNO-UP-STR,37
SUBL,UP,SUBL-UP,DS,DS,15.31719,75.18386,SUBL-UP-DS,37
SUBL,UP,SUBL-UP,HS,HS,15.32564,75.17958,SUBL-UP-HS,37
SUBL,UP,SUBL-UP,STR,STR,15.33667,75.17402,SUBL-UP-STR,37
SUBL,UP,SUBL-UP,LSSDS,LSSDS,15.34121,75.17173,SUBL-UP-LSSDS,37
UBL,UP,UBL-UP,HS,HS,15.34508,75.16911,UBL-UP-HS,37
UBL,UP,UBL-UP,STR,STR,15.35195,75.14765,UBL-UP-STR,37
GIN,DN,GIN-DN,LSS,LSS,15.34785,76.25298,GIN-DN-LSS,24
BDGU,DN,BDGU-DN,DS,DS,15.382,76.28313,BDGU-DN-DS,24
BDGU,DN,BDGU-DN,HS,HS,15.38997,76.29107,BDGU-DN-HS,24
BDGU,DN,BDGU-DN,STR,STR,15.39803,76.29998,BDGU-DN-STR,24
JBGD,DN,JBGD-DN,DS,DS,15.4281,76.34985,JBGD-DN-DS,24
JBGD,DN,JBGD-DN,HS,HS,15.4273,76.36028,JBGD-DN-HS,24
JBGD,DN,JBGD-DN,STR,STR,15.42327,76.37163,JBGD-DN-STR,24
CKBK,DN,CKBK-DN,DS,DS,15.4294,76.42332,CKBK-DN-DS,24
CKBK,DN,CKBK-DN,HS,HS,15.42884,76.4335,CKBK-DN-HS,24
CKBK,DN,CKBK-DN,STR,STR,15.42815,76.44676,CKBK-DN-STR,24
GGVT,DN,GGVT-DN,DS,DS,15.44822,76.53124,GGVT-DN-DS,24
GGVT,DN,GGVT-DN,HS,HS,15.44527,76.54011,GGVT-DN-HS,24
GGVT,DN,GGVT-DN,STR,STR,15.44104,76.55276,GGVT-DN-STR,24
SIDG,DN,SIDG-DN,DS,DS,15.50822,76.62897,SIDG-DN-DS,24
SIDG,DN,SIDG-DN,HS,HS,15.51586,76.63483,SIDG-DN-HS,24
SIDG,DN,SIDG-DN,STR,STR,15.525,76.64182,SIDG-DN-STR,24
KTGG,DN,KTGG-DN,DS,DS,15.60196,76.67152,KTGG-DN-DS,24
KTGG,DN,KTGG-DN,HS,HS,15.61034,76.67454,KTGG-DN-HS,24
KTGG,DN,KTGG-DN,STR,STR,15.62218,76.67877,KTGG-DN-STR,24
GEBL,DN,GEBL-DN,DS,DS,15.67119,76.73105,GEBL-DN-DS,24
GEBL,DN,GEBL-DN,HS,HS,15.6793,76.73685,GEBL-DN-HS,24
GEBL,DN,GEBL-DN,STR,STR,15.689,76.74371,GEBL-DN-STR,24
SNNR,DN,SNNR-DN,DS,DS,15.73935,76.76219,SNNR-DN-DS,24
SNNR,DN,SNNR-DN,HS,HS,15.74849,76.76553,SNNR-DN-HS,24
SNNR,DN,SNNR-DN,STOP,STOP,15.76026,76.76976,SNNR-DN-STOP,24
SNNR,UP,SNNR-UP,STR,STR,15.75479,76.76777,SNNR-UP-STR,50
GEBL,UP,GEBL-UP,DS,DS,15.70144,76.75268,GEBL-UP-DS,50
GEBL,UP,GEBL-UP,HS,HS,15.69327,76.74682,GEBL-UP-HS,50
GEBL,UP,GEBL-UP,STR,STR,15.68368,76.73989,GEBL-UP-STR,50
KTGG,UP,KTGG-UP,DS,DS,15.63667,76.6847,KTGG-UP-DS,50
KTGG,UP,KTGG-UP,HS,HS,15.62805,76.6809,KTGG-UP-HS,50
KTGG,UP,KTGG-UP,STR,STR,15.61713,76.67691,KTGG-UP-STR,50
SIDG,UP,SIDG-UP,DS,DS,15.53849,76.64857,SIDG-UP-DS,50
SIDG,UP,SIDG-UP,HS,HS,15.5295,76.64507,SIDG-UP-HS,50
SIDG,UP,SIDG-UP,STR,STR,15.52027,76.6381,SIDG-UP-STR,50
GGVT,UP,GGVT-UP,DS,DS,15.43588,76.56801,GGVT-UP-DS,50
GGVT,UP,GGVT-UP,HS,HS,15.43888,76.55913,GGVT-UP-HS,50
GGVT,UP,GGVT-UP,STR,STR,15.44313,76.54674,GGVT-UP-STR,50
CKBK,UP,CKBK-UP,DS,DS,15.42871,76.46248,CKBK-UP-DS,50
CKBK,UP,CKBK-UP,HS,HS,15.42781,76.45271,CKBK-UP-HS,50
CKBK,UP,CKBK-UP,STR,STR,15.42856,76.44053,CKBK-UP-STR,50
JBGD,UP,JBGD-UP,DS,DS,15.4215,76.38645,JBGD-UP-DS,50
JBGD,UP,JBGD-UP,HS,HS,15.42151,76.37665,JBGD-UP-HS,50
JBGD,UP,JBGD-UP,STR,STR,15.42548,76.36571,JBGD-UP-STR,50
BDGU,UP,BDGU-UP,DS,DS,15.40844,76.31155,BDGU-UP-DS,50
BDGU,UP,BDGU-UP,HS,HS,15.40166,76.30402,BDGU-UP-HS,50
BDGU,UP,BDGU-UP,STR,STR,15.39397,76.2954,BDGU-UP-STR,50
GIN,UP,GIN-UP,DS,DS,15.34638,76.26528,GIN-UP-DS,29
GIN,UP,GIN-UP,HS,HS,15.34783,76.2556,GIN-UP-HS,29
GIN,UP,GIN-UP,STR,STR,15.34794,76.24074,GIN-UP-STR,29
TLKL,DN,TLKL-DN,LSS,LSS,15.39722,75.99548,TLTKL-DN-LSS,23
KANR,DN,KANR-DN,DS,DS,15.46868,75.99845,KANR-DN-DS,23
KANR,DN,KANR-DN,HS,HS,15.47729,75.99444,KANR-DN-HS,23
KANR,DN,KANR-DN,STR,STR,15.48763,75.98687,KANR-DN-STR,23
SGNL,DN,SGNL-DN,DS,DS,15.54692,75.97644,SGNL-DN-DS,23
SGNL,DN,SGNL-DN,HS,HS,15.55583,75.97883,SGNL-DN-HS,23
SGNL,DN,SGNL-DN,STR,STR,15.56651,75.98172,SGNL-DN-STR,23
YLBA,DN,YLBA-DN,DS,DS,15.59571,76.01199,YLBA-DN-DS,23
YLBA,DN,YLBA-DN,HS,HS,15.59927,76.02043,YLBA-DN-HS,23
YLBA,DN,YLBA-DN,STR,STR,15.60972,76.02761,YLBA-DN-STR,23
GATE,DN,GATE-DN,DS,DS,15.61582,76.03244,GATE-DN-DS,23
GATE,DN,GATE-DN,GS,GS,15.62101,76.04028,GATE-DN-GS,23
HAPR,DN,HAPR-DN,DS,DS,15.62799,76.05146,HAPR-DN-DS,23
HAPR,DN,HAPR-DN,HS,HS,15.63249,76.05976,HAPR-DN-HS,23
HAPR,DN,HAPR-DN,STR,STR,15.63792,76.06979,HAPR-DN-STR,23
LNBI,DN,LNBI-DN,DS,DS,15.66245,76.13963,LNBI-DN-DS,23
LNBI,DN,LNBI-DN,HS,HS,15.67111,76.14422,LNBI-DN-HS,23
LNBI,DN,LNBI-DN,STR,STR,15.68117,76.14946,LNBI-DN-STR,23
GATE,DN,GATE-DN,DS,DS,15.72655,76.17835,GATE-DN-DS,23
GATE,DN,GATE-DN,GS,GS,15.7326,76.18536,GATE-DN-GS,23
KHTI,DN,KHTI-DN,DS,DS,15.73532,76.19006,KHTI-DN-DS,23
KHTI,DN,KHTI-DN,HS,HS,15.74003,76.19796,KHTI-DN-HS,23
KHTI,DN,KHTI-DN,STOP,STOP,15.75007,76.20682,KHTI-DN-STOP,23
KHTI,UP,KHTI-UP,STR,STR,15.74389,76.20236,KHTI-UP-STR,49
GATE,UP,GATE-UP,DS,DS,15.73937,76.19714,GATE-UP-DS,49
GATE,UP,GATE-UP,GS,GS,15.73471,76.18883,GATE-UP-GS,49
LNBI,UP,LNBI-UP,DS,DS,15.69356,76.1559,LNBI-UP-DS,49
LNBI,UP,LNBI-UP,HS,HS,15.68534,76.15164,LNBI-UP-HS,49
LNBI,UP,LNBI-UP,STR,STR,15.67521,76.14634,LNBI-UP-STR,49
HAPR,UP,HAPR-UP,DS,DS,15.64522,76.0832,HAPR-UP-DS,49
HAPR,UP,HAPR-UP,HS,HS,15.64063,76.07474,HAPR-UP-HS,49
HAPR,UP,HAPR-UP,STR,STR,15.63465,76.06369,HAPR-UP-STR,49
GATE,UP,GATE-UP,DS,DS,15.62792,76.05136,GATE-UP-DS,49
GATE,UP,GATE-UP,GS,GS,15.62304,76.04335,GATE-UP-GS,49
YLBA,UP,YLBA-UP,DS,DS,15.62042,76.03937,YLBA-UP-DS,49
YLBA,UP,YLBA-UP,HS,HS,15.61517,76.0316,YLBA-UP-HS,49
YLBA,UP,YLBA-UP,STR,STR,15.60411,76.02378,YLBA-UP-STR,49
SGNL,UP,SGNL-UP,DS,DS,15.57972,75.98526,SGNL-UP-DS,49
SGNL,UP,SGNL-UP,HS,HS,15.5708,75.98285,SGNL-UP-HS,49
SGNL,UP,SGNL-UP,STR,STR,15.55995,75.97994,SGNL-UP-STR,49
KANR,UP,KANR-UP,DS,DS,15.50004,75.97772,KANR-UP-DS,49
KANR,UP,KANR-UP,HS,HS,15.49224,75.98345,KANR-UP-HS,49
KANR,UP,KANR-UP,STR,STR,15.48212,75.99087,KANR-UP-STR,49
TLKL,UP,TLKL-UP,DS,DS,15.40398,76.00501,TLKL-UP-DS,49
TLKL,UP,TLKL-UP,HS,HS,15.39742,75.9991,TLKL-UP-HS,49
TLKL,UP,TLKL-UP,STR,STR,15.39895,75.9844,TLKL-UP-STR,49
HPT,UP,HPT-UP,STR,STR,15.28793,76.38426,HPT-UP-STR,16
HPT,UP,HPT-UP,LSSDS,LSSDS,15.28481,76.37752,HPT-UP-LSSDS,16
GATE,UP,GATE-UP,GS,GS,15.28271,76.37702,GATE-UP-GS,16
GATE,UP,GATE-UP,DS,DS,15.27508,76.37399,GATE-UP-DS,16
GATE,UP,GATE-UP,GSDS,GSDS,15.27093,76.3655,GATE-UP-GSDS,16
GATE,UP,GATE-UP,GSDS,GSDS,15.2663,76.36259,GATE-UP-GSDS,16
GATE,UP,GATE-UP,GS,GS,15.26284,76.35456,GATE-UP-GS,16
VYS,UP,VYS-UP,DS,DS,15.24822,76.35958,VYS-UP-DS,16
VYS,UP,VYS-UP,HS,HS,15.23972,76.36012,VYS-UP-HS,16
VYS,UP,VYS-UP,STR,STR,15.2289,76.36609,VYS-UP-STR,16
VYS,UP,VYS-UP,LSSDS,LSSDS,15.22644,76.36776,VYS-UP-LSSDS,16
GATE,UP,GATE-UP,GS,GS,15.21837,76.37218,GATE-UP-GS,16
VC,UP,VC-UP,DS,DS,15.20031,76.38304,VC-UP-DS,16
VC,UP,VC-UP,HS,HS,15.19139,76.38168,VC-UP-HS,16
VC,UP,VC-UP,STR,STR,15.18103,76.38434,VC-UP-STR,16
HBI,UP,HBI-UP,DS,DS,15.06227,76.21521,HBI-UP-DS,17
HBI,UP,HBI-UP,HS,HS,15.05552,76.20853,HBI-UP-HS,17
HBI,UP,HBI-UP,STR,STR,15.045,76.20995,HBI-UP-STR,17
KTY,UP,KTY-UP,DS,DS,14.84145,76.2214,KTY-UP-DS,17
KTY,UP,KTY-UP,HS,HS,14.83264,76.2188,KTY-UP-HS,17
KTY,UP,KTY-UP,STR,STR,14.82367,76.21033,KTY-UP-STR,17
BEHI,UP,BEHI-UP,DS,DS,14.79689,76.13401,BEHI-UP-DS,17
BEHI,UP,BEHI-UP,HS,HS,14.79192,76.12633,BEHI-UP-HS,17
BEHI,UP,BEHI-UP,STR,STR,14.78638,76.11569,BEHI-UP-STR,17
HPHI,UP,HPHI-UP,DS,DS,14.7737,76.00301,HPHI-UP-DS,17
HPHI,UP,HPHI-UP,HS,HS,14.77275,75.99296,HPHI-UP-HS,17
HPHI,UP,HPHI-UP,STR,STR,14.77432,75.97916,HPHI-UP-STR,17
TLGI,UP,TLGI-UP,DS,DS,14.67759,75.90287,TLGI-UP-DS,17
TLGI,UP,TLGI-UP,HS,HS,14.66764,75.89898,TLGI-UP-HS,17
TLGI,UP,TLGI-UP,STR,STR,14.65638,75.89761,TLGI-UP-STR,17
AVC,UP,AVC-UP,DS,DS,14.51582,75.84017,AVC-UP-DS,17
AVC,UP,AVC-UP,HS,HS,14.50313,75.84245,AVC-UP-HS,17
AVC,UP,AVC-UP,STR,STR,14.4982,75.85474,AVC-UP-STR,17
TLGI,DN,TLGI-DN,DS,DS,14.64099,75.89308,TLGI-DN-DS,43
TLGI,DN,TLGI-DN,HS,HS,14.64963,75.89581,TLGI-DN-HS,43
TLGI,DN,TLGI-DN,STR,STR,14.66212,75.89829,TLGI-DN-STR,43
HPHI,DN,HPHI-DN,DS,DS,14.77404,75.96306,HPHI-DN-DS,43
HPHI,DN,HPHI-DN,HS,HS,14.7749,75.97355,HPHI-DN-HS,43
HPHI,DN,HPHI-DN,STR,STR,14.77328,75.98746,HPHI-DN-STR,43
BEHI,DN,BEHI-DN,DS,DS,14.78277,76.1009,BEHI-DN-DS,43
BEHI,DN,BEHI-DN,HS,HS,14.78493,76.11027,BEHI-DN-HS,43
BEHI,DN,BEHI-DN,STR,STR,14.78874,76.12151,BEHI-DN-STR,43
KTY,DN,KTY-DN,DS,DS,14.81554,76.19843,KTY-DN-DS,43
KTY,DN,KTY-DN,HS,HS,14.81979,76.20649,KTY-DN-HS,43
KTY,DN,KTY-DN,STR,STR,14.82803,76.21463,KTY-DN-STR,43
HBI,DN,HBI-DN,DS,DS,15.03195,76.21428,HBI-DN-DS,43
HBI,DN,HBI-DN,HS,HS,15.04031,76.21058,HBI-DN-HS,43
HBI,DN,HBI-DN,STR,STR,15.05102,76.20881,HBI-DN-STR,43
VC,DN,VC-DN,DS,DS,15.16706,76.38649,VC-DN-DS,43
VC,DN,VC-DN,HS,HS,15.17506,76.38687,VC-DN-HS,43
VC,DN,VC-DN,STR,STR,15.18797,76.38294,VC-DN-STR,43
GATE,DN,GATE-DN,DS,DS,15.20834,76.38037,GATE-DN-DS,42
GATE,DN,GATE-DN,GSDS,GSDS,15.21388,76.37416,GATE-DN-GSDS,42
VYS,DN,VYS-DN,DS,DS,15.21714,76.37273,VYS-DN-DS,42
VYS,DN,VYS-DN,HS,HS,15.22461,76.36906,VYS-DN-HS,42
VYS,DN,VYS-DN,STR,STR,15.235,76.36335,VYS-DN-STR,42
GATE,DN,GATE-DN,DS,DS,15.25835,76.35086,GATE-DN-DS,42
GATE,DN,GATE-DN,GSDS,GSDS,15.26243,76.3497,GATE-DN-GSDS,42
GATE,DN,GATE-DN,GSDS,GSDS,15.26286,76.35934,GATE-DN-GSDS,42
GATE,DN,GATE-DN,GS,GS,15.26739,76.36317,GATE-DN-GS,42
HPT,DN,HPT-DN,DS,DS,15.2727,76.36991,HPT-DN-DS,42
GATE,DN,GATE-DN,GS,GS,15.2788,76.37613,GATE-DN-GS,42
HPT,DN,HPT-DN,HS,HS,15.28185,76.37696,HPT-DN-HS,42
HPT,DN,HPT-DN,STR,STR,15.28679,76.38679,HPT-DN-STR,42
BAY,UP,BAY-UP,STR,STR,15.14378,76.92134,BAY-UP-STR,20
BAY,UP,BAY-UP,STR,STR,15.13598,76.91753,BAY-UP-STR,20
BAY,UP,BAY-UP,LSSDS,LSSDS,15.13331,76.91765,BAY-UP-LSSDS,20
GATE,UP,GATE-UP,GS,GS,15.12711,76.91555,GATE-UP-GS,20
GATE,UP,GATE-UP,DS,DS,15.11398,76.90518,GATE-UP-DS,20
GATE,UP,GATE-UP,GS,GS,15.10685,76.89916,GATE-UP-GS,20
OBM,UP,OBM-UP,DS,DS,15.04312,76.86366,OBM-UP-DS,20
OBM,UP,OBM-UP,HS,HS,15.03641,76.85729,OBM-UP-HS,20
OBM,UP,OBM-UP,STR,STR,15.02809,76.84873,OBM-UP-STR,20
GATE,UP,GATE-UP,DS,DS,14.92637,76.86749,GATE-UP-DS,20
GATE,UP,GATE-UP,GS,GS,14.91642,76.869,GATE-UP-GS,20
SLM,UP,SLM-UP,HS,HS,14.90871,76.86894,SLM-UP-HS,20
SLM,UP,SLM-UP,STR,STR,14.89865,76.86835,SLM-UP-STR,20
BDV,UP,BDV-UP,DS,DS,14.85119,76.85886,BDV-UP-DS,20
BDV,UP,BDV-UP,HS,HS,14.84311,76.85459,BDV-UP-HS,20
BDV,UP,BDV-UP,RHS,RHS,14.83722,76.85337,BDV-UP-RHS,20
BDV,UP,BDV-UP,STR,STR,14.82854,76.85531,BDV-UP-STR,20
GATE,UP,GATE-UP,DS,DS,14.76868,76.84448,GATE-UP-DS,20
GATE,UP,GATE-UP,GS,GS,14.75991,76.84761,GATE-UP-GS,20
RDG,UP,RDG-UP,DS,DS,14.72308,76.85111,RDG-UP-DS,20
RDG,UP,RDG-UP,HS,HS,14.71562,76.85587,RDG-UP-HS,20
RDG,UP,RDG-UP,STR,STR,14.70534,76.85706,RDG-UP-STR,20
RDG,UP,RDG-UP,LSSDS,LSSDS,14.70227,76.85742,RDG-UP-LSSDS,21
GATE,UP,GATE-UP,GS,GS,14.69703,76.86056,GATE-UP-GS,21
GATE,UP,GATE-UP,DS,DS,14.68699,76.85932,GATE-UP-DS,21
GATE,UP,GATE-UP,GSDS,GSDS,14.68446,76.85045,GATE-UP-GSDS,21
GATE,UP,GATE-UP,GS,GS,14.68409,76.83941,GATE-UP-GS,21
MOMU,UP,MOMU-UP,DS,DS,14.70761,76.76402,MOMU-UP-DS,21
MOMU,UP,MOMU-UP,HS,HS,14.70806,76.7546,MOMU-UP-HS,21
MOMU,UP,MOMU-UP,STR,STR,14.71006,76.74348,MOMU-UP-STR,21
BOMN,UP,BOMN-UP,DS,DS,14.60377,76.68194,BOMN-UP-DS,21
BOMN,UP,BOMN-UP,HS,HS,14.59533,76.681,BOMN-UP-HS,21
BOMN,UP,BOMN-UP,STR,STR,14.58325,76.6797,BOMN-UP-STR,21
GATE,UP,GATE-UP,DS,DS,14.48456,76.67952,GATE-UP-DS,21
GATE,UP,GATE-UP,GS,GS,14.47454,76.67839,GATE-UP-GS,21
THKU,UP,THKU-UP,DS,DS,14.46077,76.67684,THKU-UP-DS,21
THKU,UP,THKU-UP,HS,HS,14.45168,76.67584,THKU-UP-HS,21
THKU,UP,THKU-UP,STR,STR,14.44124,76.67467,THKU-UP-STR,21
CHKE,UP,CHKE-UP,DS,DS,14.33017,76.66247,CHKE-UP-DS,21
CHKE,UP,CHKE-UP,HS,HS,14.32076,76.66098,CHKE-UP-HS,21
CHKE,UP,CHKE-UP,STR,STR,14.3098,76.65919,CHKE-UP-STR,21
BAHI,UP,BAHI-UP,DS,DS,14.25178,76.56914,BAHI-UP-DS,21
BAHI,UP,BAHI-UP,HS,HS,14.24722,76.56028,BAHI-UP-HS,21
BAHI,UP,BAHI-UP,STR,STR,14.24216,76.55037,BAHI-UP-STR,21
CTA,UP,CTA-UP,DS,DS,14.23625,76.39935,CTA-UP-DS,21
CTA,UP,CTA-UP,HS,HS,14.2316,76.39159,CTA-UP-HS,21
CTA,UP,CTA-UP,STR,STR,14.23036,76.38058,CTA-UP-STR,21
CTA,UP,CTA-UP,LSSDS,LSSDS,14.23014,76.37818,CTA-UP-LSSDS,21
GATE,UP,GATE-UP,GS,GS,14.22965,76.37383,GATE-UP-GS,21
HLV,UP,HLV-UP,DS,DS,14.21728,76.32635,HLV-UP-DS,21
HLV,UP,HLV-UP,HS,HS,14.21368,76.31735,HLV-UP-HS,21
HLV,UP,HLV-UP,STR,STR,14.20899,76.30587,HLV-UP-STR,21
GATE,UP,GATE-UP,DS,DS,14.15781,76.25771,GATE-UP-DS,21
GATE,UP,GATE-UP,GSDS,GSDS,14.14815,76.25817,GATE-UP-GSDS,21
AMC,UP,AMC-UP,HS,HS,14.14065,76.25221,AMC-UP-HS,21
AMC,UP,AMC-UP,STR,STR,14.13903,76.2413,AMC-UP-STR,21
AMC,UP,AMC-UP,LSSDS,LSSDS,14.13871,76.23879,AMC-UP-LSSDS,21
BBNH,UP,BBNH-UP,HS,HS,14.13731,76.22911,BBNH-UP-HS,21
GATE,UP,GATE-UP,DS,DS,14.13351,76.15085,GATE-UP-DS,21
GATE,UP,GATE-UP,GSDS,GSDS,14.13642,76.14288,GATE-UP-GSDS,21
JRU,UP,JRU-UP,HS,HS,14.13385,76.1388,JRU-UP-HS,21
JRU,UP,JRU-UP,STR,STR,14.12335,76.1398,JRU-UP-STR,21
JRU,DN,JRU-DN,STR,STR,14.12652,76.13896,JRU-DN-STR,21
JRU,DN,JRU-DN,LSSDS,LSSDS,14.1318,76.13782,JRU-DN-LSSDS,21
GATE,DN,GATE-DN,GS,GS,14.13423,76.13929,GATE-DN-GS,47
BBNH,DN,BBNH-DN,DS,DS,14.13571,76.20717,BBNH-DN-DS,47
BBNH,DN,BBNH-DN,HS,HS,14.13618,76.22143,BBNH-DN-HS,47
BBNH,DN,BBNH-DN,LSSDS,LSSDS,14.13686,76.2262,BBNH-DN-LSSDS,47
AMC,DN,AMC-DN,HS,HS,14.13835,76.23653,AMC-DN-HS,47
AMC,DN,AMC-DN,STR,STR,14.13987,76.24741,AMC-DN-STR,47
AMC,DN,AMC-DN,LSSDS,LSSDS,14.14028,76.24984,AMC-DN-LSSDS,47
GATE,DN,GATE-DN,GS,GS,14.14369,76.25832,GATE-DN-GS,47
HLV,DN,HLV-DN,DS,DS,14.19991,76.29515,HLV-DN-DS,47
HLV,DN,HLV-DN,HS,HS,14.20629,76.30268,HLV-DN-HS,47
HLV,DN,HLV-DN,STR,STR,14.21151,76.3119,HLV-DN-STR,47
GATE,DN,GATE-DN,DS,DS,14.22852,76.35937,GATE-DN-DS,47
GATE,DN,GATE-DN,GSDS,GSDS,14.22909,76.36904,GATE-DN-GSDS,47
CTA,DN,CTA-DN,HS,HS,14.22984,76.37583,CTA-DN-HS,47
CTA,DN,CTA-DN,STR,STR,14.23099,76.38672,CTA-DN-STR,47
BAHI,DN,BAHI-DN,DS,DS,14.23362,76.53863,BAHI-DN-DS,47
BAHI,DN,BAHI-DN,HS,HS,14.23997,76.5463,BAHI-DN-HS,47
BAHI,DN,BAHI-DN,STR,STR,14.24501,76.55598,BAHI-DN-STR,47
CHKE,DN,CHKE-DN,DS,DS,14.29572,76.65416,CHKE-DN-DS,47
CHKE,DN,CHKE-DN,HS,HS,14.30478,76.65844,CHKE-DN-HS,47
CHKE,DN,CHKE-DN,STR,STR,14.31582,76.6602,CHKE-DN-STR,47
THKU,DN,THKU-DN,DS,DS,14.42597,76.67194,THKU-DN-DS,47
THKU,DN,THKU-DN,HS,HS,14.43622,76.67414,THKU-DN-HS,47
THKU,DN,THKU-DN,STR,STR,14.44717,76.67538,THKU-DN-STR,47
GATE,DN,GATE-DN,DS,DS,14.4611,76.6769,GATE-DN-DS,47
GATE,DN,GATE-DN,GS,GS,14.47022,76.67793,GATE-DN-GS,47
BOMN,DN,BOMN-DN,DS,DS,14.56918,76.67792,BOMN-DN-DS,47
BOMN,DN,BOMN-DN,HS,HS,14.57859,76.67917,BOMN-DN-HS,47
BOMN,DN,BOMN-DN,STR,STR,14.58973,76.68046,BOMN-DN-STR,47
MOMU,DN,MOMU-DN,DS,DS,14.70851,76.72907,MOMU-DN-DS,47
MOMU,DN,MOMU-DN,HS,HS,14.71087,76.73844,MOMU-DN-HS,47
MOMU,DN,MOMU-DN,STR,STR,14.70894,76.74953,MOMU-DN-STR,47
GATE,DN,GATE-DN,DS,DS,14.68921,76.82699,GATE-DN-DS,47
GATE,DN,GATE-DN,GSDS,GSDS,14.68433,76.83475,GATE-DN-GSDS,47
GATE,DN,GATE-DN,GS,GS,14.68434,76.84599,GATE-DN-GS,47
GATE,DN,GATE-DN,DS,DS,14.68548,76.85664,GATE-DN-DS,47
GATE,DN,GATE-DN,GS,GS,14.69249,76.86134,GATE-DN-GS,47
RDG,DN,RDG-DN,HS,HS,14.70004,76.85896,RDG-DN-HS,47
RDG,DN,RDG-DN,STR,STR,14.71128,76.85699,RDG-DN-STR,47
GATE,DN,GATE-DN,DS,DS,14.74731,76.84953,GATE-DN-DS,46
GATE,DN,GATE-DN,GS,GS,14.7563,76.84816,GATE-DN-GS,46
BDV,DN,BDV-DN,DS,DS,14.81344,76.85501,BDV-DN-DS,46
BDV,DN,BDV-DN,HS,HS,14.82361,76.85541,BDV-DN-HS,46
BDV,DN,BDV-DN,STR,STR,14.83507,76.85393,BDV-DN-STR,46
SLM,DN,SLM-DN,DS,DS,14.88389,76.86669,SLM-DN-DS,46
SLM,DN,SLM-DN,HS,HS,14.89289,76.86823,SLM-DN-HS,46
SLM,DN,SLM-DN,STR,STR,14.90443,76.86875,SLM-DN-STR,46
SLM,DN,SLM-DN,LSSDS,LSSDS,14.90697,76.8689,SLM-DN-LSSDS,46
GATE,DN,GATE-DN,GS,GS,14.91148,76.8691,GATE-DN-GS,46
OBM,DN,OBM-DN,DS,DS,15.01702,76.84784,OBM-DN-DS,46
OBM,DN,OBM-DN,HS,HS,15.02495,76.84611,OBM-DN-HS,46
OBM,DN,OBM-DN,STR,STR,15.03248,76.85362,OBM-DN-STR,46
GATE,DN,GATE-DN,DS,DS,15.09552,76.89071,GATE-DN-DS,46
GATE,DN,GATE-DN,GS,GS,15.10307,76.89601,GATE-DN-GS,46
GATE,DN,GATE-DN,DS,DS,15.11238,76.90396,GATE-DN-DS,46
GATE,DN,GATE-DN,GSDS,GSDS,15.11949,76.90987,GATE-DN-GSDS,46
BAYB,DN,BAYB-DN,HS,HS,15.13119,76.91773,BAYB-DN-HS,46
BAY,DN,BAY-DN,HS,HS,15.13901,76.91745,BAY-DN-HS,46
BAY,DN,BAY-DN,STR,STR,15.1472,76.92541,BAY-DN-STR,46
TNGL,UP,TNGL-UP,STR,STR,15.20302,76.66266,TNGL-UP-STR,19
TNGL,UP,TNGL-UP,ISTR,ISTR,15.20021,76.64839,TNGL-UP-ISTR,19
TNGL,UP,TNGL-UP,LSS,LSS,15.19812,76.64621,TNGL-UP-LSS,19
GATE,UP,GATE-UP,DS,DS,15.19105,76.63874,GATE-UP-DS,19
GATE,UP,GATE-UP,GSDS,GSDS,15.18466,76.63193,GATE-UP-GSDS,19
GATE,UP,GATE-UP,GSDS,GSDS,15.17654,76.62336,GATE-UP-GSDS,19
GATE,UP,GATE-UP,GSDS,GSDS,15.1662,76.61759,GATE-UP-GSDS,19
BNHT,UP,BNHT-UP,HS,HS,15.15331,76.61978,BNHT-UP-HS,19
BNHT,UP,BNHT-UP,STR,STR,15.14111,76.62285,BNHT-UP-STR,19
NDHI,UP,NDHI-UP,DS,DS,15.10983,76.5934,NDHI-UP-DS,19
NDHI,UP,NDHI-UP,HS,HS,15.10633,76.58553,NDHI-UP-HS,19
NDHI,UP,NDHI-UP,STR,STR,15.09709,76.57895,NDHI-UP-STR,19
RNJP,UP,RNJP-UP,DS,DS,15.07337,76.595,RNJP-UP-DS,19
RNJP,UP,RNJP-UP,HS,HS,15.06428,76.59654,RNJP-UP-HS,19
RNJP,DN,RNJP-DN,STR,STR,15.05973,76.59957,RNJP-DN-STR,45
NDHI,DN,NDHI-DN,DS,DS,15.08742,76.58564,NDHI-DN-DS,45
