Station Code, RoadNo, Lat, Lon
BJP,R1,16.831412,75.739577
BJP,R1,16.831379,75.739578
BJP,R1,16.831344,75.739579
BJP,R1,16.831309,75.73958
BJP,R1,16.831275,75.739581
BJP,R1,16.831242,75.739582
BJP,R1,16.831208,75.739584
BJP,R1,16.831175,75.739585
BJP,R1,16.831142,75.739587
BJP,R1,16.831108,75.73959
BJP,R1,16.831074,75.739591
BJP,R1,16.83104,75.739592
BJP,R1,16.831007,75.739592
BJP,R1,16.830974,75.739591
BJP,R1,16.830939,75.739592
BJP,R1,16.830905,75.739594
BJP,R1,16.830871,75.739594
BJP,R1,16.830837,75.739595
BJP,R1,16.830804,75.739595
BJP,R1,16.830771,75.739595
BJP,R1,16.830738,75.739596
BJP,R1,16.830702,75.739595
BJP,R1,16.830667,75.739594
BJP,R1,16.830632,75.739592
BJP,R1,16.830596,75.739591
BJP,R1,16.83056,75.739592
BJP,R1,16.830524,75.739592
BJP,R1,16.830489,75.739593
BJP,R1,16.830455,75.739594
BJP,R1,16.830421,75.739595
BJP,R1,16.830386,75.739597
BJP,R1,16.830352,75.739598
BJP,R1,16.830319,75.739599
BJP,R1,16.830285,75.739599
BJP,R1,16.830252,75.7396
BJP,R1,16.830219,75.739601
BJP,R1,16.830187,75.739602
BJP,R1,16.830154,75.739602
BJP,R1,16.830122,75.739603
BJP,R1,16.830091,75.739604
BJP,R1,16.830061,75.739604
BJP,R1,16.830033,75.739605
BJP,R1,16.830006,75.739607
BJP,R1,16.829979,75.739608
BJP,R1,16.829955,75.739609
BJP,R1,16.829931,75.73961
BJP,R1,16.829909,75.739612
BJP,R1,16.829887,75.739614
BJP,R1,16.829864,75.739613
BJP,R1,16.829842,75.739614
BJP,R1,16.829822,75.739616
BJP,R1,16.829801,75.739616
BJP,R1,16.82978,75.739617
BJP,R1,16.829762,75.739618
BJP,R1,16.829743,75.73962
BJP,R1,16.829729,75.739622
BJP,R1,16.829718,75.739623
BJP,R1,16.829711,75.739624
BJP,R1,16.829707,75.739625
BJP,R1,16.829705,75.739626
BJP,R1,16.829706,75.739626
BJP,R1,16.829682,75.739637
BJP,R1,16.829674,75.739638
BJP,R1,16.829666,75.739638
BJP,R1,16.829657,75.739637
BJP,R1,16.829648,75.739637
BJP,R1,16.829639,75.739636
BJP,R1,16.82963,75.739637
BJP,R1,16.829622,75.739637
BJP,R1,16.829613,75.739637
BJP,R1,16.829605,75.739637
BJP,R1,16.829596,75.739638
BJP,R1,16.829587,75.739639
BJP,R1,16.829578,75.73964
BJP,R1,16.829569,75.73964
BJP,R1,16.829559,75.73964
BJP,R1,16.829549,75.73964
BJP,R1,16.82954,75.73964
BJP,R1,16.829529,75.73964
BJP,R1,16.829518,75.73964
BJP,R1,16.829507,75.739641
BJP,R1,16.829496,75.739641
BJP,R1,16.829484,75.739641
BJP,R1,16.829472,75.739641
BJP,R1,16.82946,75.739641
BJP,R1,16.829448,75.739641
BJP,R1,16.829436,75.739641
BJP,R1,16.829423,75.739641
BJP,R1,16.82941,75.739641
BJP,R1,16.829395,75.739641
BJP,R1,16.829381,75.739643
BJP,R1,16.829366,75.739643
BJP,R1,16.829351,75.739644
BJP,R1,16.829334,75.739645
BJP,R1,16.829316,75.739646
BJP,R1,16.829297,75.739646
BJP,R1,16.829278,75.739647
BJP,R1,16.829259,75.739648
BJP,R1,16.82924,75.739649
BJP,R1,16.829221,75.73965
BJP,R1,16.829202,75.739651
BJP,R1,16.829183,75.739651
BJP,R1,16.829163,75.739651
BJP,R1,16.829144,75.739651
BJP,R1,16.829125,75.73965
BJP,R1,16.829106,75.73965
BJP,R1,16.829087,75.73965
BJP,R1,16.829068,75.73965
BJP,R1,16.829048,75.73965
BJP,R1,16.829028,75.739649
BJP,R1,16.829008,75.739648
BJP,R1,16.828988,75.739648
BJP,R1,16.828968,75.739648
BJP,R1,16.828947,75.739648
BJP,R1,16.828926,75.739649
BJP,R1,16.828906,75.739651
BJP,R1,16.828885,75.739652
BJP,R1,16.828864,75.739653
BJP,R1,16.828842,75.739653
BJP,R1,16.828819,75.739654
BJP,R1,16.828797,75.739654
UBL,R2,15.348254,75.154456
UBL,R2,15.348182,75.15488
UBL,R2,15.348134,75.155199
UBL,R2,15.34809,75.155483
UBL,R2,15.348057,75.155671
UBL,R2,15.347999,75.156087
UBL,R2,15.347969,75.156278
UBL,R2,15.347925,75.156538
UBL,R2,15.347788,75.157466
UBL,R2,15.347739,75.157861
UBL,R2,5.347675,75.158232
UBL,R2,15.347608,75.158686
UBL,R2,15.347556,75.158953
UBL,R2,15.347505,75.159361
UBL,R2,15.347435,75.159781
UBL,R2,15.347385,75.160095
UBL,R1,15.3482431149181,75.1541742347585
UBL,R1,15.3481858281428,75.1545343745307
UBL,R1,15.3481407031739,75.154839679336
UBL,R1,15.3481027164311,75.1550899648494
UBL,R1,15.3480714722043,75.15530107461
UBL,R1,15.3480297048906,75.1555601509563
UBL,R1,15.3479919333923,75.155786793755
UBL,R1,15.347969038818,75.1559798208407
UBL,R1,15.3479326241786,75.1562740150754
UBL,R1,15.3478996873031,75.1565025653662
UBL,R1,15.347854226459,75.1567807334898
UBL,R1,15.3478174313242,75.1570023181175
UBL,R1,15.3477976720781,75.1571427243359
UBL,R1,15.3477366866432,75.157527904773
UBL,R1,15.3476914492114,75.1578080922211
UBL,R1,15.3476094108253,5.15835679460461
UBL,R1,15.347523199434,75.158951851372
UBL,R1,15.3474371811296,75.1594299412527
UBL,R1,15.3473711279182,75.1598368182625
UBL,R1,15.3473314524359,75.1600831654314
UBL,R3 (PF1),15.35118816,75.14827864
UBL,R3 (PF1),15.35104663,75.14849268
UBL,R3 (PF1),15.3509211,75.14867741
UBL,R3 (PF1),15.35079187,75.14889901
UBL,R3 (PF1),15.35063506,75.14914449
UBL,R3 (PF1),15.35048084,75.14939695
UBL,R3 (PF1),15.35025583,75.14974014
UBL,R3 (PF1),15.35003536,75.15008946
UBL,R3 (PF1),15.34983104,75.15038267
UBL,R3 (PF1),15.34967282,75.15063235
UBL,R3 (PF1),15.34951271,75.15087463
UBL,R3 (PF1),15.34939501,75.15106407
UBL,R3 (PF1),15.34928071,75.15125195
UBL,R3 (PF1),15.34918946,75.15141134
UBL,R3 (PF1),15.3490799,75.15160588
UBL,R3 (PF1),15.34899187,75.15180253
UBL,R3 (PF1),15.34891777,75.15195468
UBL,R3 (PF1),15.34882679,75.1521641
UBL,R3 (PF1),15.34876314,75.15230313
UBL,R3 (PF1),15.34868738,75.15255419
UBL,R3 (PF1),15.34861336,75.15280281
UBL,R3 (PF1),15.3485645,75.15301189
UBL,R3 (PF1),15.34851696,75.15331282
UBL,R3 (PF1),15.34847118,75.15361527
UBL,R4,15.3513935155587,75.1480978884761
UBL,R4,15.3512511346743,75.1483235106556
UBL,R4,15.3511329414845,75.1485199696721
UBL,R4,15.3510267612404,75.1486791455234
UBL,R4,15.3508878365457,75.1488877599614
UBL,R4,15.3507894835387,75.1490484813453
UBL,R4,15.3506614020727,75.1492410506503
UBL,R4,15.3505160210695,75.1494551791596
UBL,R4,15.3503649645928,75.1496816657976
UBL,R4,15.3502392231934,75.1498982157233
UBL,R4,15.3501023570427,75.1500884268874
UBL,R4,15.3499659068641,75.1503027742648
UBL,R4,15.3498286318049,75.150527843073
UBL,R4,15.3496812140185,75.1507539479636
UBL,R4,15.3495656020249,75.1509331484081
UBL,R4,15.3494601021701,75.1510966223878
UBL,R4,15.3493523723335,75.1512656385677
UBL,R4,15.3492534425511,75.1514231786262
UBL,R4,15.3491747449406,75.1515847046689
UBL,R4,15.3490743501181,75.1517593852124
UBL,R4,15.3489830681644,75.1519633344638
UBL,R4,15.3489165184654,75.1521099697973
UBL,R4,15.3488409880564,75.1523151454989
UBL,R4,15.3487854366659,75.1525046704944
UBL,R4,15.3487248082362,75.1526908349406
UBL,R4,15.3486761090159,75.1528981636548
UBL,R4,15.3486354521455,75.1531134643061
UBL,R4,15.3485915799996,75.1533468454416
UBL,R4,15.3485441366015,75.1535860813256
UBL,R4,15.3485086743456,75.1538515717528
UBL,R5,15.3514955754784,75.148192218239
UBL,R5,15.3513556363762,75.1484255035658
UBL,R5,15.3512557158255,75.1485972266596
UBL,R5,15.3511426759441,75.1487692075824
UBL,R5,15.3510444050486,75.1489334646381
UBL,R5,15.3509315771168,75.1491121687541
UBL,R5,15.3508254168524,75.1492594616403
UBL,R5,15.3507399913216,75.1493856283032
UBL,R5,15.350660952308,75.1495150071829
UBL,R5,15.3505520454472,75.1496565903325
UBL,R5,15.3504730201499,75.1497969977883
UBL,R5,15.3503911725239,75.1499231249513
UBL,R5,15.3502937701938,75.1500815122723
UBL,R5,15.3502037216012,75.1502171956072
UBL,R5,15.350109298846,75.1503673606331
UBL,R5,15.3499905685324,75.1505492072397
UBL,R5,15.3499049139397,75.1506803914451
UBL,R5,15.3497978508448,75.1508209457092
UBL,R5,15.3496983419467,75.1509982617824
UBL,R5,15.3495906269938,75.1511541359518
UBL,R5,15.3495037607108,75.1512949920789
UBL,R5,15.3494178053825,75.1514359664806
UBL,R5,15.3493365879333,75.1515691830056
UBL,R5,15.3492318247393,75.1517188801429
UBL,R5,15.3491508602077,75.1518696623975
UBL,R5,15.3490559018184,75.1520345435453
UBL,R5,15.3489789333602,75.1522147228565
UBL,R5,15.3488971780221,75.1524048236236
UBL,R5,15.3488328055055,75.1525828441015
UBL,R5,15.3487791393555,75.152729874808
UBL,R5,15.3487197077669,75.1529099707767
UBL,R6,15.3485984360289,75.153838557268
UBL,R6,15.3486391677874,75.1535963434193
UBL,R6,15.3486880653804,75.1533072125097
UBL,R6,15.3487355457581,75.1530769071971
UBL,R6,15.3487824414675,75.1529053855504
UBL,R6,15.3488336947348,75.1527313753373
UBL,R6,15.3488815255444,75.1525762790373
UBL,R6,15.3489285878005,75.1524588096906
UBL,R6,15.3489723061263,75.1523533903205
UBL,R6,15.3490365056706,75.1522217670939
UBL,R6,15.3490949549727,75.1521041332503
UBL,R6,15.3491616710226,75.1519579364925
UBL,R6,15.3492307584848,75.1518338150371
UBL,R6,15.3493133051985,75.1517081744211
UBL,R6,15.3493813783752,75.1515917555572
UBL,R6,15.3494586427577,75.1514785338103
UBL,R6,15.3495316004729,75.1513739085486
UBL,R6,15.3495870256992,75.151283919336
UBL,R6,15.3496591896956,75.1511771936286
UBL,R6,15.3497366281115,75.1510526987395
UBL,R6,15.3498202513179,75.1509357904749
UBL,R6,15.3499000605239,75.1508109330702
UBL,R6,15.3499752748378,75.15067843703
UBL,R6,15.3500604180707,75.1505623195168
UBL,R6,15.3501550435421,75.1504107998799
UBL,R6,15.3502475256991,75.1502661625187
UBL,R6,15.3503243964361,75.1501375934148
UBL,R6,15.3504153601784,75.1500043425853
UBL,R6,15.3504899327079,75.1498924335556
UBL,R6,15.3505600507741,75.1497712048359
UBL,R6,15.3506589455739,75.1496374775773
UBL,R3 (PF8),15.3481986,75.15553538
UBL,R3 (PF8),15.34817382,75.15568033
UBL,R3 (PF8),15.34815789,75.15580778
UBL,R3 (PF8),15.34813478,75.1559141
UBL,R3 (PF8),15.34811893,75.15604263
UBL,R3 (PF8),15.34809875,75.15616228
UBL,R3 (PF8),15.34807996,75.15627028
UBL,R3 (PF8),15.3480626,75.15639339
UBL,R3 (PF8),15.34804238,75.15651911
UBL,R3 (PF8),15.34802663,75.15662446
UBL,R3 (PF8),15.34800511,75.15673581
UBL,R3 (PF8),15.34798687,75.15688266
UBL,R3 (PF8),15.34796499,75.15700509
UBL,R3 (PF8),15.3479449,75.15711154
UBL,R3 (PF8),15.34793802,75.15721776
UBL,R3 (PF8),15.34791775,75.1573358
UBL,R3 (PF8),15.34790656,75.1574557
UBL,R3 (PF8),15.34789862,75.15756594
UBL,R3 (PF8),15.34787627,75.15766101
UBL,R3 (PF8),15.34786759,75.1577621
UBL,R3 (PF8),15.34785423,75.15784542
UBL,R3 (PF8),15.34783632,75.15794068
UBL,R3 (PF8),15.34782502,75.1580439
UBL,R3 (PF8),15.34780218,75.15818826
UBL,R3 (PF8),15.34778692,75.15826252
UBL,R3 (PF8),15.34777672,75.15834776
UBL,R3 (PF8),15.3477667,75.15841574
UBL,R3 (PF8),15.34775194,75.1585059
UBL,R3 (PF8),15.34773659,75.15859137
UBL,R3 (PF8),15.34772812,75.15865853
UBL,R3 (PF8),15.34771793,75.15873059
UBL,R3 (PF8),15.34770234,75.1588128
UBL,R3 (PF8),15.347692,75.15889229
UBL,R3 (PF8),15.34768421,75.15896197
UBL,R3 (PF8),15.34767368,75.1590486
UBL,R3 (PF8),15.34765686,75.15913346
UBL,R3 (PF8),15.34764794,75.1592155
UBL,R3 (PF8),15.34762981,75.1592962
UBL,R3 (PF8),15.34762293,75.15936522
UBL,R3 (PF8),15.34761269,75.15942402
UBL,R3 (PF8),15.34759613,75.15951293
UBL,R3 (PF8),15.34759446,75.15956965
UBL,R3 (PF8),15.34758552,75.1596352
UBL,R3 (PF8),15.34756732,75.15971433
UBL,R3 (PF8),15.34755756,75.15979012
UBL,R3 (PF8),15.34755296,75.15984524
UBL,R3 (PF8),15.34753747,75.15991265
UBL,R3 (PF8),15.34753369,75.15999581
UBL,R3 (PF8),15.34752083,75.16007608
UBL,R3 (PF8),15.34750378,75.16017218
UBL,R3 (PF8),15.34748309,75.16026504
UBL,R3 (PF8),15.34747174,75.16034007
UBL,R3 (PF8),15.34745116,75.16044986
UBL,R3 (PF8),15.34743937,75.16052719
UBL,R3 (PF8),15.34742737,75.16062779
UBL,R3 (PF8),15.34741838,75.16071725
UBL,R3 (PF8),15.3474148,75.16074504
UBL,R3 (PF8),15.34740137,75.16082425
BJP,R2,16.8283753896091,75.7397549398914
BJP,R2,15.3486391677874,75.1535963434193
BJP,R2,15.3486880653804,75.1533072125097
BJP,R2,15.3487355457581,75.1530769071971
BJP,R2,15.3487824414675,75.1529053855504
BJP,R2,15.3488336947348,75.1527313753373
BJP,R2,15.3488815255444,75.1525762790373
BJP,R2,15.3489285878005,75.1524588096906
BJP,R2,15.3489723061263,75.1523533903205
BJP,R2,15.3490365056706,75.1522217670939
BJP,R2,15.3490949549727,75.1521041332503
BJP,R2,15.3491616710226,75.1519579364925
BJP,R2,15.3492307584848,75.1518338150371
BJP,R2,15.3493133051985,75.1517081744211
BJP,R2,15.3493813783752,75.1515917555572
BJP,R2,15.3494586427577,75.1514785338103
BJP,R2,15.3495316004729,75.1513739085486
BJP,R2,15.3495870256992,75.151283919336
BJP,R2,15.3496591896956,75.1511771936286
BJP,R2,15.3497366281115,75.1510526987395
BJP,R2,15.3498202513179,75.1509357904749
BJP,R2,15.3499000605239,75.1508109330702
BJP,R2,15.3499752748378,75.15067843703
BJP,R2,15.3500604180707,75.1505623195168
BJP,R2,15.3501550435421,75.1504107998799
BJP,R2,15.3502475256991,75.1502661625187
BJP,R2,15.3503243964361,75.1501375934148
BJP,R2,15.3504153601784,75.1500043425853
BJP,R2,15.3504899327079,75.1498924335556
BJP,R2,15.3505600507741,75.1497712048359
BJP,R2,15.3506589455739,75.1496374775773
BJP,R3,16.8283814610526,75.7398814706322
BJP,R3,16.8285203183392,75.7398813663929
BJP,R3,16.8286531885153,75.7398777057857
BJP,R3,16.8287986224042,75.7398727717618
BJP,R3,16.8289445465315,75.7398651925418
BJP,R3,16.8291133911645,75.7398606874655
BJP,R3,16.8292862879942,75.7398547463532
BJP,R3,16.8294492427447,75.7398383659123
BJP,R3,16.8296341008107,75.739836495159
BJP,R3,16.829796543267,75.7398301656128
BJP,R3,16.8299423753077,75.7398257001413
BJP,R3,16.8300789519796,75.739820783477
BJP,R3,16.8302302463124,75.7398193830411
BJP,R3,16.8303910637485,75.739812820114
BJP,R3,16.8305096750581,75.7398085328682
BJP,R3,16.83065151793,75.7398001568462
BJP,R3,16.8307756773574,75.7398003750193
BJP,R3,16.8308923749014,75.7397901766852
BJP,R3,16.8310441486654,75.7397749664015
BJP,R3,16.8311727307514,75.7397673507524
BJP,R3,16.8313012116377,75.7397428162581
BJP,R3,16.8314498469514,75.7397267700203
BJP,R3,16.8315963976779,75.7397143804746
BJP,R3,16.8317420585971,75.7396953229559
BJP,R3,16.8318814861378,75.7396858085919
BJP,R3,16.8320269305549,75.7396797641463
BJP,R3,16.8321640892166,75.7396698012055
BJP,R3,16.8322852486481,75.7396681476776
BJP,R3,16.832432549879,75.7396566015874
BJP,R3,16.8325775091038,75.7396462720923
BJP,R3,16.8327127408453,75.7396428277801
BAY,R3,15.1477370564854,76.9264809461991
BAY,R3,15.1476681588435,76.9263874431031
BAY,R3,15.1476053891736,76.9262944492253
BAY,R3,15.1475499151353,76.9262141714301
BAY,R3,15.147493945335,76.9261256945476
BAY,R3,15.147433241316,76.9260336711234
BAY,R3,15.1473884575459,76.9259672634894
BAY,R3,15.1473353380573,76.9258739394903
BAY,R3,15.1472741534944,76.925774414197
BAY,R3,15.147222742033,76.9256827993284
BAY,R3,15.1471661263788,76.9255837411155
BAY,R3,15.1471219440256,76.9255079648357
BAY,R3,15.1470823960155,76.9254408002264
BAY,R3,15.1470310478278,76.9253578943366
BAY,R3,15.1469860324363,76.9252795331936
BAY,R3,15.14694228974,76.9252084166026
BAY,R3,15.1468986755598,76.9251466425076
BAY,R3,15.1468615548139,76.9250895689501
BAY,R3,15.1468167292237,76.9250216798235
BAY,R3,15.1467644522872,76.9249522281379
BAY,R3,15.1467127765072,76.9248786379495
BAY,R3,15.1466611496406,76.9248066017521
BAY,R3,15.1465924109507,76.9247054806597
BAY,R3,15.1465300994097,76.9246198591002
BAY,R3,15.146460793949,76.9245202259627
BAY,R3,15.1464114218094,76.9244575520304
BAY,R3,15.1463511132645,76.9243789881854
BAY,R3,15.1462996772171,76.9243062975124
BAY,R3,15.1462428233974,76.9242313645208
BAY,R3,15.1461787038102,76.9241399685901
BAY,R3,15.146123759045,76.9240627452055
BAY,R4,15.1482698066746,76.9271663571024
BAY,R4,15.1481540151006,76.9269995159026
BAY,R4,15.1480258632014,76.9268033280665
BAY,R4,15.1479013919803,76.926630527971
BAY,R4,15.1477638417288,76.9264591921697
BAY,R4,15.1476464155161,76.9262894086061
BAY,R4,15.14753106081,76.9261067639587
BAY,R4,15.147422450482,76.9259331247987
BAY,R4,15.1473248183861,76.9257760698699
BAY,R4,15.1472339170882,76.9255955008865
BAY,R4,15.1471327665644,76.9254382191262
BAY,R4,15.1470587204022,76.9253012705357
BAY,R4,15.146939626536,76.9251270998052
BAY,R4,15.1468445163953,76.9249791803299
BAY,R4,15.1467669500848,76.9248673595147
BAY,R4,15.1466715351663,76.9247333224931
BAY,R4,15.1465701588832,76.9245915106266
BAY,R4,15.1464925220264,76.9244808163327
BAY,R4,15.1463943589309,76.9243341697801
BAY,R4,15.1462903204684,76.9242003599973
BAY,R4,15.1461994517495,76.924073674848
BAY,R4,15.1460965510068,76.923917711908
BAY,R4,15.1459906533641,76.923774526226
BAY,R4,15.1458744046298,76.9236310924093
BAY,R4,15.1457657084897,76.9234834862417
BAY,R4,15.1456515725374,76.9233281576438
BAY,R4,15.1455663638213,76.9232066404093
BAY,R4,15.1454796947049,76.9230728367979
BAY,R4,15.1453834284136,76.9229442207201
BAY,R4,15.145271680055,76.922787877179
BAY,R4,15.1451830444228,76.9226672536912
BAY,R5,15.1435481746041,76.9204257753927
BAY,R5,15.1436821503108,76.9205452659338
BAY,R5,15.1438292296005,76.9206918972019
BAY,R5,15.1439480241001,76.9207913670898
BAY,R5,15.1440950093145,76.9209236611535
BAY,R5,15.1442156184398,76.9210902677493
BAY,R5,15.1443158977681,76.9212204580323
BAY,R5,15.144407989551,76.9213265600525
BAY,R5,15.1445257663649,76.9214875472655
BAY,R5,15.1446411380152,76.9216586187608
BAY,R5,15.1447359824652,76.9218002438536
BAY,R5,15.1448240668568,76.9219171749875
BAY,R5,15.1449183861381,76.9220457296082
BAY,R5,15.1449883631716,76.9221503307538
BAY,R5,15.1450761547582,76.9222777180071
BAY,R5,15.1451976220393,76.9224418447076
BAY,R5,15.1452863912972,76.9225683855877
BAY,R5,15.1453637127319,76.9226991977646
BAY,R5,15.1454578393565,76.9228397960172
BAY,R5,15.1455557744837,76.9229709701369
BAY,R5,15.1456578117779,76.9231007678098
BAY,R5,15.1457605664729,76.923232607845
BAY,R5,15.1458588880118,76.9233711421155
BAY,R5,15.1459488386124,76.9234987662803
BAY,R5,15.1460541609066,76.923642083397
BAY,R5,15.1461554738079,76.9237884009044
BAY,R5,15.1462665097547,76.9239468062394
BAY,R5,15.1463589682042,76.9240724835787
BAY,R5,15.1464447299083,76.9241831941426
BAY,R5,15.1465297525075,76.9243180992287
BAY,R5,15.1466256906318,76.9244637935392
BAY,R6,15.1437185083807,76.9203998655522
BAY,R6,15.1438182338746,76.9204649696195
BAY,R6,15.1439072170883,76.9205201253973
BAY,R6,15.1439790444601,76.9205581626348
BAY,R6,15.1440609708533,76.9206096574712
BAY,R6,15.1441439708899,76.9206507938168
BAY,R6,15.1442366788612,76.9206940280002
BAY,R6,15.1443450859968,76.9207647775118
BAY,R6,15.1444770968301,76.9208339005593
BAY,R6,15.1445805730021,76.9208782880414
BAY,R6,15.1447198497493,76.9209387951882
BAY,R6,15.1448674450349,76.9210071094906
BAY,R6,15.1449996690663,76.9210730153766
BAY,R6,15.1451435080597,76.9211460846484
BAY,R6,15.145246065175,76.9212284202944
BAY,R6,15.145355658993,76.9213151238357
BAY,R6,15.14546788331,76.9214109818311
BAY,R6,15.1455813854391,76.9215048568058
BAY,R6,15.1456749884925,76.9216123148722
BAY,R6,15.14578140399,76.9217297007737
BAY,R6,15.1458802892594,76.9218374405268
BAY,R6,15.1459805823328,76.9219529049952
BAY,R6,15.1460819424772,76.9220738609389
BAY,R6,15.1461609826693,76.9221829111209
BAY,R6,15.1462478029658,76.9223028400885
BAY,R6,15.1463287353812,76.9224276253251
BAY,R6,15.1464316732918,76.9225527355088
BAY,R6,15.1465218649548,76.9226855286846
BAY,R6,15.1465971934931,76.922809274859
BAY,R6,15.1466786073586,76.9229418266936
BAY,R6,15.1467528063428,76.9230829512259
BAY,R7,15.1472775741271,76.9253145274915
BAY,R7,15.1472360836503,76.9252312536492
BAY,R7,15.1471801006675,76.9251279811451
BAY,R7,15.1471537914367,76.9250052048189
BAY,R7,15.1471179983169,76.9249199151764
BAY,R7,15.1470931121402,76.9248159831854
BAY,R7,15.1470765146267,76.9247110723142
BAY,R7,15.1470600336304,76.9246105128033
BAY,R7,15.147042992035,76.9245038482925
BAY,R7,15.1470249637053,76.9244006830236
BAY,R7,15.147042135523,76.9242714978117
BAY,R7,15.1470263216973,76.9241544009127
BAY,R7,15.1470219886583,76.9240644027254
BAY,R7,15.1470182324143,76.9239676988679
BAY,R7,15.1469999510921,76.92384970669
BAY,R7,15.1469760361384,76.923710254122
BAY,R7,15.1469502520408,76.9235951031571
BAY,R7,15.1469148009448,76.9234776790572
BAY,R7,15.1468932451716,76.9233542471684
BAY,R7,15.1468651733445,76.9232663199218
BAY,R7,15.1468247418743,76.9231537657873
BAY,R7,15.1467796415758,76.9230463955255
BAY,R7,15.1467331887758,76.9229482114603
BAY,R7,15.1466692015902,76.9228475585868
BAY,R7,15.1466119483609,76.9227377335854
BAY,R7,15.1465555031581,76.922662708316
BAY,R7,15.1464809113392,76.922563554697
BAY,R7,15.1464209169138,76.922468130265
BAY,R7,15.1463640429822,76.9223917792264
BAY,R7,15.1463011997574,76.9223000767563
BAY,R7,15.1462321501879,76.9222017856907
BAY,R8,15.1427544157239,76.9194048792612
BAY,R8,15.1428303163406,76.91951854002
BAY,R8,15.1429375383311,76.9196505644652
BAY,R8,15.1430669014348,76.9197973201465
BAY,R8,15.1431808294203,76.9199282814267
BAY,R8,15.1432856104285,76.9200158021556
BAY,R8,15.1434002623862,76.9201093681653
BAY,R8,15.1435197245979,76.9201852254349
BAY,R8,15.1436387740161,76.9202584237284
BAY,R8,15.1437589679339,76.9203385724003
BAY,R8,15.1438594458371,76.9203937640331
BAY,R8,15.1439790496457,76.9204587062568
BAY,R8,15.1441047585517,76.9205307355243
BAY,R8,15.1442434585954,76.9205998276783
BAY,R8,15.1443841084769,76.9206747351767
BAY,R8,15.1444915542607,76.920734995766
BAY,R8,15.1446042511704,76.9207955515226
BAY,R8,15.1447354748012,76.9208376437844
BAY,R8,15.1448974671255,76.9209207598815
BAY,R8,15.1450264594236,76.9209781830607
BAY,R8,15.1451664226458,76.921056529272
BAY,R8,15.1453128413111,76.9211641870014
BAY,R8,15.1454672830234,76.9212850064601
BAY,R8,15.1456078352105,76.9214156918628
BAY,R8,15.1457229222505,76.921523465051
BAY,R8,15.1458354263037,76.9216404640214
BAY,R8,15.1459441848801,76.9217634305389
BAY,R8,15.1460405578215,76.921888243889
BAY,R8,15.1461547918627,76.9220152401291
BAY,R8,15.1462389594296,76.9221371822414
BAY,R8,15.1463346235763,76.9222803964578
UBL,R3(PF8),15.3481985957617,75.1555353827868
UBL,R3(PF8),15.3481738213449,75.155680325235
UBL,R3(PF8),15.3481578947513,75.1558077793959
UBL,R3(PF8),15.3481347823025,75.1559141029983
UBL,R3(PF8),15.3481189307126,75.1560426318389
UBL,R3(PF8),15.3480987469071,75.1561622750998
UBL,R3(PF8),15.3480799629464,75.156270277031
UBL,R3(PF8),15.3480625958457,75.1563933891814
UBL,R3(PF8),15.3480423842289,75.1565191142458
UBL,R3(PF8),15.3480266286409,75.1566244626525
UBL,R3(PF8),15.3480051114343,75.1567358112389
UBL,R3(PF8),15.3479868675316,75.156882655843
UBL,R3(PF8),15.3479649943959,75.1570050946597
UBL,R3(PF8),15.3479448956393,75.1571115375707
UBL,R3(PF8),15.3479380176407,75.15721776168
UBL,R3(PF8),15.3479177515765,75.157335800488
UBL,R3(PF8),15.3479065636964,75.1574557000057
UBL,R3(PF8),15.347898621246,75.1575659366251
UBL,R3(PF8),15.347876265705,75.1576610141998
UBL,R3(PF8),15.3478675852605,75.1577621041311
UBL,R3(PF8),15.3478542313217,75.1578454215422
UBL,R3(PF8),15.3478363169713,75.157940680494
UBL,R3(PF8),15.3478250152372,75.1580439010905
UBL,R3(PF8),15.34780218157,75.1581882591666
UBL,R3(PF8),15.3477869183288,75.1582625242613
UBL,R3(PF8),15.3477767193357,75.158347761003
UBL,R3(PF8),15.3477667045081,75.1584157421543
UBL,R3(PF8),15.3477519372876,75.1585059021924
UBL,R3(PF8),15.347736594477,75.1585913674384
UBL,R3(PF8),15.3477281181958,75.1586585289416
UBL,R3(PF8),15.3477179265834,75.1587305928716
UBL,R3(PF8),15.3477023360582,75.1588128031476
UBL,R3(PF8),15.3476920014594,75.1588922871
UBL,R3(PF8),15.3476842139765,75.1589619665537
UBL,R3(PF8),15.3476736752335,75.1590485973459
UBL,R3(PF8),15.3476568644296,75.1591334624275
UBL,R3(PF8),15.3476479361394,75.1592155016347
UBL,R3(PF8),15.3476298093013,75.1592962033505
UBL,R3(PF8),15.3476229328566,75.1593652156595
UBL,R3(PF8),15.3476126878197,75.1594240232899
UBL,R3(PF8),15.347596133592,75.1595129283863
UBL,R3(PF8),15.3475944634401,75.1595696547776
UBL,R3(PF8),15.3475855202593,75.1596352033497
UBL,R3(PF8),15.3475673220813,75.1597143318878
UBL,R3(PF8),15.3475575620698,75.1597901193001
UBL,R3(PF8),15.34755296473,75.1598452403011
UBL,R3(PF8),15.3475374735895,75.1599126547977
UBL,R3(PF8),15.3475336912334,75.1599958061864
UBL,R3(PF8),15.3475208256779,75.1600760797917
UBL,R3(PF8),15.3475037815125,75.160172178977
UBL,R3(PF8),15.3474830868324,75.1602650426706
UBL,R3(PF8),15.34747173598,75.1603400659315
UBL,R3(PF8),15.3474511612234,75.1604498624193
UBL,R3(PF8),15.3474393689796,75.1605271911308
